sample_id,transition_group,candidate_margin_group,gold_answer,baseline_answer,swap_answer,baseline_correct,swap_correct,answer_changed,score_success,skip_reason,clean_margin,swap_margin,margin_delta,clean_margin_raw,swap_margin_raw,margin_delta_raw,margin_delta_lt_0,clean_baseline_tokens,clean_swap_tokens,direct_baseline_tokens,direct_swap_tokens
mgsm_0028,broken,broken,25,25,35,True,False,True,True,,0.5660474499066671,0.5389423966407776,-0.027105053265889523,1.6981423497200012,1.6168271899223328,-0.08131515979766846,True,3,3,3,3
mgsm_0029,stable_wrong,stable_wrong_different_answer,104,94,99,False,False,True,True,,-0.33333333333333326,-0.44791666666666674,-0.11458333333333348,-1.0,-1.34375,-0.34375,True,3,3,3,3
mgsm_0030,stable_wrong,stable_wrong_different_answer,109,10,9,False,False,True,True,,0.8027247587839762,0.5615322589874268,-0.24119249979654944,0.6165585517883301,0.16258645057678223,-0.45397210121154785,True,3,2,3,2
mgsm_0031,repaired,repaired,80,3,80,False,True,True,True,,-1.591301759084066,-1.0287526845932007,0.5625490744908652,-2.3905081748962402,-1.0922486782073975,1.2982594966888428,False,2,3,2,3
mgsm_0032,stable_correct,stable_correct,35,35,35,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0033,stable_correct,stable_correct,70,70,70,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0034,stable_correct,stable_correct,23,23,23,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0035,broken,broken,9,9,36,True,False,True,True,,-0.625806172688802,-0.6505332787831624,-0.02472710609436035,0.3188972473144531,0.07928180694580078,-0.23961544036865234,True,2,3,2,3
mgsm_0036,repaired,repaired,75,75.00,75,False,True,True,True,,0.4420063495635985,0.465830405553182,0.02382405598958348,-0.4447956085205078,-0.7468256950378418,-0.302030086517334,False,6,3,6,3
mgsm_0037,stable_wrong,stable_wrong_different_answer,2,23,40,False,False,True,True,,0.28328673044840524,0.4912080764770508,0.20792134602864554,0.8498601913452148,1.4736242294311523,0.6237640380859375,False,3,3,3,3
mgsm_0038,stable_wrong,stable_wrong_different_answer,10,1.67,2.5,False,False,True,True,,-0.5982333660125732,-0.44785079956054696,0.1503825664520262,-4.163579940795898,-3.4231462478637695,0.7404336929321289,False,5,4,5,4
mgsm_0039,broken,broken,18,18,72,True,False,True,True,,0.7095181941986085,0.5248732566833495,-0.184644937515259,2.128554582595825,1.5746197700500488,-0.5539348125457764,True,3,3,3,3
mgsm_0040,stable_wrong,stable_wrong_different_answer,8,12,3,False,False,True,True,,-0.14913860956827796,0.000673214594523075,0.14981182416280103,-1.2373793125152588,-0.8883612155914307,0.3490180969238281,False,3,2,3,2
mgsm_0041,stable_wrong,stable_wrong_different_answer,200,0,1200,False,False,True,True,,-1.9304167747497558,-1.6648366928100586,0.2655800819396972,-1.3165593147277832,-0.4914708137512207,0.8250885009765625,False,2,5,2,5
mgsm_0042,stable_correct,stable_correct,26,26,26,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0043,stable_wrong,stable_wrong_different_answer,48,200,0,False,False,True,True,,2.0509600043296814,1.7982242703437805,-0.2527357339859009,2.7707316875457764,2.164289712905884,-0.6064419746398926,True,4,2,4,2
mgsm_0044,broken,broken,20,20,160,True,False,True,True,,0.18848439057668054,0.19680158297220862,0.008317192395528084,1.552058219909668,1.5468530654907227,-0.0052051544189453125,False,3,4,3,4
mgsm_0045,broken,broken,104,104,132,True,False,True,True,,0.2580268383026123,0.1219320297241211,-0.1360948085784912,1.0321073532104492,0.4877281188964844,-0.5443792343139648,True,4,4,4,4
mgsm_0046,stable_wrong,stable_wrong_different_answer,163,219,0,False,False,True,True,,1.1634914875030518,0.9085209369659424,-0.2549705505371094,-2.1988558769226074,-2.3613319396972656,-0.1624760627746582,True,4,2,4,2
mgsm_0047,stable_wrong,stable_wrong_different_answer,800,4,3,False,False,True,True,,0.0703125,0.078125,0.0078125,0.140625,0.15625,0.015625,False,2,2,2,2
mgsm_0048,stable_correct,stable_correct,8,8,8,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0049,stable_correct,stable_correct,30,30,30,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0050,repaired,repaired,294,252,294,False,True,True,True,,1.053251028060913,0.8816285729408264,-0.17162245512008667,4.213004112243652,3.5265142917633057,-0.6864898204803467,True,4,4,4,4
mgsm_0051,stable_correct,stable_correct,5,5,5,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0052,repaired,repaired,15,1,15,False,True,True,True,,0.06601560115814209,0.12488587697347009,0.058870275815328,0.7429492473602295,0.9106934070587158,0.16774415969848633,False,2,3,2,3
mgsm_0053,broken,broken,40,40,160,True,False,True,True,,-0.05635726451873779,-0.2157073815663656,-0.1593501170476278,0.5968217849731445,0.01046895980834961,-0.5863528251647949,True,3,4,3,4
mgsm_0054,stable_wrong,stable_wrong,40,33,33,False,False,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0055,stable_correct,stable_correct,14,14,14,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0056,stable_correct,stable_correct,3,3,3,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0057,repaired,repaired,83,82,83,False,True,True,True,,-0.21875,-0.15104166666666674,0.06770833333333326,-0.65625,-0.453125,0.203125,False,3,3,3,3
mgsm_0058,stable_wrong,stable_wrong,57,57.00,57.00,False,False,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0059,stable_correct,stable_correct,187,187,187,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0060,broken,broken,17,17,2,True,False,True,True,,-0.5047649443149567,-0.20754128694534302,0.29722365736961365,-1.9994452595710754,-1.3444362878799438,0.6550089716911316,False,3,2,3,2
mgsm_0061,stable_correct,stable_correct,1430,1430,1430,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0062,stable_wrong,stable_wrong_different_answer,25000,1904761.90,20,False,False,True,True,,-1.2361306132692278,-0.9794520753802678,0.25667853788896,-24.640495777130127,-21.525142669677734,3.1153531074523926,False,11,3,11,3
mgsm_0063,stable_wrong,stable_wrong_different_answer,1596,140,133,False,False,True,True,,0.6127194166183472,0.6463174223899841,0.03359800577163696,2.4508776664733887,2.5852696895599365,0.13439202308654785,False,4,4,4,4
mgsm_0064,stable_wrong,stable_wrong_different_answer,300,0.46,480,False,False,True,True,,-1.1091893196105955,-0.9633346796035767,0.14585464000701887,-7.1956939697265625,-6.511622905731201,0.6840710639953613,False,5,4,5,4
mgsm_0065,stable_wrong,stable_wrong_different_answer,36,12,84,False,False,True,True,,0.5980553627014159,0.5892715454101561,-0.008783817291259766,1.794166088104248,1.7678146362304688,-0.026351451873779297,True,3,3,3,3
mgsm_0066,stable_wrong,stable_wrong_different_answer,48,44,28,False,False,True,True,,-0.3378734588623049,-0.35327911376953103,-0.015405654907226118,-1.013620376586914,-1.0598373413085938,-0.04621696472167969,True,3,3,3,3
mgsm_0067,repaired,repaired,595,1225,595,False,True,True,True,,0.042466592788696245,-0.022739219665527388,-0.06520581245422363,-1.4684028625488281,-1.5436296463012695,-0.0752267837524414,True,5,4,5,4
mgsm_0068,stable_correct,stable_correct,36,36,36,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0069,broken,broken,60,60,140,True,False,True,True,,0.637580394744873,0.39087088902791334,-0.2467095057169597,3.894836902618408,2.8949804306030273,-0.9998564720153809,True,3,4,3,4
mgsm_0070,stable_wrong,stable_wrong_different_answer,7425,1,9675,False,False,True,True,,1.3068692684173584,1.2345444560050964,-0.07232481241226196,8.833253383636475,8.335868239402771,-0.4973851442337036,True,2,5,2,5
mgsm_0071,stable_correct,stable_correct,60,60,60,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0072,stable_correct,stable_correct,221,221,221,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0073,stable_wrong,stable_wrong_different_answer,255,1,260,False,False,True,True,,1.2586860060691833,1.1940987706184387,-0.06458723545074463,6.826241850852966,6.427290558815002,-0.39895129203796387,True,2,4,2,4
mgsm_0074,stable_wrong,stable_wrong_different_answer,88,85.55,1,False,False,True,True,,-0.9002546270688374,-0.9930431445439656,-0.09278851747512817,-8.628742337226868,-8.423986196517944,0.20475614070892334,True,6,2,6,2
mgsm_0075,stable_wrong,stable_wrong_different_answer,60,8,4,False,False,True,True,,0.2890625,-0.03125,-0.3203125,0.578125,-0.0625,-0.640625,True,2,2,2,2
mgsm_0076,broken,broken,5,5,6,True,False,True,True,,-0.0703125,-0.0390625,0.03125,-0.140625,-0.078125,0.0625,False,2,2,2,2
mgsm_0077,stable_correct,stable_correct,100,100,100,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0078,stable_wrong,stable_wrong_different_answer,6,9,3,False,False,True,True,,-1.203124761581421,-0.7890625,0.4140622615814209,-2.406249523162842,-1.578125,0.8281245231628418,False,2,2,2,2
mgsm_0079,stable_correct,stable_correct,70,70,70,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0080,broken,broken,10,10,0,True,False,True,True,,1.7826275030771892,1.63741135597229,-0.14521614710489916,1.7495055198669434,1.7355732917785645,-0.013932228088378906,True,3,2,3,2
mgsm_0081,stable_correct,stable_correct,17,17,17,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0082,stable_correct,stable_correct,623,623,623,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0083,stable_correct,stable_correct,600,600,600,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0084,stable_correct,stable_correct,15,15,15,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0085,stable_wrong,stable_wrong_different_answer,44,684,4,False,False,True,True,,-1.3343563079833984,-1.2143415212631226,0.12001478672027588,-7.926552772521973,-7.270633935928345,0.6559188365936279,False,4,2,4,2
mgsm_0086,stable_correct,stable_correct,22,22,22,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0087,stable_wrong,stable_wrong_different_answer,9360,879.46,798.60,False,False,True,True,,-0.4793739318847656,-0.1762068612234935,0.30316707066127213,-3.3556175231933594,-1.2334480285644531,2.1221694946289062,False,7,7,7,7
mgsm_0088,stable_correct,stable_correct,8000,8000,8000,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0089,stable_wrong,stable_wrong,24,18,18,False,False,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0090,repaired,repaired,225,300,225,False,True,True,True,,0.866655707359314,0.6497270464897156,-0.2169286608695984,3.466622829437256,2.5989081859588623,-0.8677146434783936,True,4,4,4,4
mgsm_0091,repaired,repaired,28,12,28,False,True,True,True,,-0.40456906954447436,-0.19450155893961596,0.2100675106048584,-1.2137072086334229,-0.5835046768188477,0.6302025318145752,False,3,3,3,3
mgsm_0092,repaired,repaired,4,11,4,False,True,True,True,,1.4748263359069824,1.0739984512329102,-0.40082788467407227,1.7499661445617676,1.0593008995056152,-0.6906652450561523,True,3,2,3,2
mgsm_0093,stable_wrong,stable_wrong_different_answer,36,2,1.1,False,False,True,True,,0.6963790655136108,0.760875940322876,0.06449687480926514,5.994770765304565,5.986443996429443,-0.00832676887512207,False,2,4,2,4
mgsm_0094,stable_wrong,stable_wrong_different_answer,348,30,168,False,False,True,True,,-1.0588870445887248,-0.6231939991315205,0.43569304545720433,-2.3408150672912598,-1.008655309677124,1.3321597576141357,False,3,4,3,4
mgsm_0095,stable_correct,stable_correct,40,40,40,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0096,stable_correct,stable_correct,3,3,3,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0097,stable_wrong,stable_wrong_different_answer,12,256,22,False,False,True,True,,0.5697041352589927,0.533480485280355,-0.036223649978637695,-0.5605382919311523,0.11252641677856445,0.6730647087097168,True,4,3,4,3
mgsm_0098,repaired,repaired,5,20,5,False,True,True,True,,0.4324659903844198,0.14208686351776123,-0.29037912686665857,-0.06347346305847168,-0.7155883312225342,-0.6521148681640625,True,3,2,3,2
mgsm_0099,broken,broken,58,58,20,True,False,True,True,,-0.9340043067932127,-0.6628419558207193,0.2711623509724934,-2.8020129203796387,-1.9885258674621582,0.8134870529174805,False,3,3,3,3
mgsm_0100,repaired,repaired,175,100,175,False,True,True,True,,0.8922296762466431,0.6542990207672119,-0.23793065547943115,3.5689187049865723,2.6171960830688477,-0.9517226219177246,True,4,4,4,4
mgsm_0101,stable_correct,stable_correct,6,6,6,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0102,stable_wrong,stable_wrong_different_answer,26,7,2,False,False,True,True,,-0.5625,-0.6718751192092896,-0.10937511920928955,-1.125,-1.343750238418579,-0.2187502384185791,True,2,2,2,2
mgsm_0103,stable_correct,stable_correct,140,140,140,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0104,stable_wrong,stable_wrong_different_answer,500,134,0,False,False,True,True,,0.3825714588165283,0.5162374973297119,0.1336660385131836,-5.318746089935303,-4.427419185638428,0.891326904296875,False,4,2,4,2
mgsm_0105,stable_correct,stable_correct,20,20,20,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0106,stable_wrong,stable_wrong_different_answer,72,357,363,False,False,True,True,,-0.41288018226623535,-0.32617616653442383,0.08670401573181152,-1.6515207290649414,-1.3047046661376953,0.3468160629272461,False,4,4,4,4
mgsm_0107,stable_wrong,stable_wrong_different_answer,3,2,1,False,False,True,True,,0.7499999403953552,0.5078124403953552,-0.2421875,1.4999998807907104,1.0156248807907104,-0.484375,True,2,2,2,2
mgsm_0108,broken,broken,50,50,49.5,True,False,True,True,,1.5697393973668419,1.4776346524556478,-0.09210474491119403,9.030853629112244,8.935426235198975,-0.09542739391326904,True,3,5,3,5
mgsm_0109,broken,broken,28,28,28.00,True,False,True,True,,-0.317952831586202,-0.27240920066833496,0.04554363091786706,0.9504392147064209,0.9607148170471191,0.010275602340698242,False,3,6,3,6
mgsm_0110,repaired,repaired,45,2,45,False,True,True,True,,1.6715791026751199,1.2546833753585815,-0.41689572731653834,5.799329876899719,4.348595380783081,-1.4507344961166382,True,2,3,2,3
mgsm_0111,repaired,repaired,16,25,16,False,True,True,True,,-1.5510750214258828,-1.3782127300898233,0.17286229133605957,-4.653225064277649,-4.13463819026947,0.5185868740081787,False,3,3,3,3
mgsm_0112,broken,broken,24,24,3,True,False,True,True,,1.4441133340199788,1.175779898961385,-0.26833343505859375,2.615208625793457,2.0324203968048096,-0.5827882289886475,True,3,2,3,2
mgsm_0113,stable_wrong,stable_wrong_different_answer,25,35,30,False,False,True,True,,-0.9531249999999999,-0.8906250794728596,0.06249992052714026,-2.859375,-2.671875238418579,0.1874997615814209,False,3,3,3,3
mgsm_0114,repaired,repaired,6,1800,6,False,True,True,True,,-0.14569554328918455,-0.0965311288833618,0.049164414405822754,-2.8650131225585938,-2.9287540912628174,-0.06374096870422363,False,5,2,5,2
mgsm_0115,stable_wrong,stable_wrong_different_answer,90,24,1,False,False,True,True,,-0.6281785368919373,-0.5830970009167988,0.04508153597513842,-2.618862509727478,-2.3816126585006714,0.23724985122680664,False,3,2,3,2
mgsm_0116,stable_wrong,stable_wrong_different_answer,42,7,1,False,False,True,True,,1.6406249701976776,0.5156250298023224,-1.1249999403953552,3.2812499403953552,1.0312500596046448,-2.2499998807907104,True,2,2,2,2
mgsm_0117,broken,broken,360,360,180,True,False,True,True,,0.7108271196484566,0.43483829498291016,-0.2759888246655464,2.8433084785938263,1.7393531799316406,-1.1039552986621857,True,4,4,4,4
mgsm_0118,stable_correct,stable_correct,4,4,4,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0119,stable_wrong,stable_wrong,95200,40,40,False,False,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0120,stable_correct,stable_correct,240,240,240,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0121,stable_correct,stable_correct,27,27,27,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0122,stable_wrong,stable_wrong_different_answer,48,25,67,False,False,True,True,,3.171326557795207,2.784676710764567,-0.3866498470306401,9.51397967338562,8.354030132293701,-1.159949541091919,True,3,3,3,3
mgsm_0123,stable_correct,stable_correct,50,50,50,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0124,stable_wrong,stable_wrong_different_answer,10,50,40,False,False,True,True,,-0.4369309743245443,-0.31550542513529467,0.12142554918924964,-1.3107929229736328,-0.9465162754058838,0.364276647567749,False,3,3,3,3
mgsm_0125,repaired,repaired,10,4,10,False,True,True,True,,-2.1086063385009766,-1.3398539225260415,0.768752415974935,-3.745025396347046,-1.9754414558410645,1.7695839405059814,False,2,3,2,3
mgsm_0126,stable_correct,stable_correct,82,82,82,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0127,broken,broken,120,120,58,True,False,True,True,,2.552093744277954,2.4596602519353232,-0.09243349234263087,6.447564125061035,6.417342662811279,-0.03022146224975586,True,4,3,4,3
mgsm_0128,stable_wrong,stable_wrong_different_answer,880,10,5,False,False,True,True,,0.41570397218068433,0.4038147528966268,-0.011889219284057506,-0.2062845230102539,-0.1660628318786621,0.0402216911315918,True,3,2,3,2
mgsm_0129,repaired,repaired,10000,500,10000,False,True,True,True,,-0.18958588441212976,-0.1495220263799032,0.04006385803222656,0.5949692726135254,0.7574973106384277,0.16252803802490234,False,4,6,4,6
mgsm_0130,stable_correct,stable_correct,30,30,30,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0131,stable_correct,stable_correct,940,940,940,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0132,stable_correct,stable_correct,60,60,60,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0133,broken,broken,13,13,37,True,False,True,True,,0.42492500940958655,0.2491903305053711,-0.17573467890421546,1.2747750282287598,0.7475709915161133,-0.5272040367126465,True,3,3,3,3
mgsm_0134,stable_wrong,stable_wrong,720,3120,3120,False,False,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0135,stable_wrong,stable_wrong_different_answer,40,55,50,False,False,True,True,,0.9687499602635702,0.8802083730697632,-0.088541587193807,2.9062498807907104,2.6406251192092896,-0.2656247615814209,True,3,3,3,3
mgsm_0136,stable_correct,stable_correct,6,6,6,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0137,stable_wrong,stable_wrong,29,29.00,29.00,False,False,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0138,stable_wrong,stable_wrong_different_answer,105,20,35,False,False,True,True,,0.5123103459676106,0.5080909729003906,-0.004219373067219978,1.536931037902832,1.5242729187011719,-0.012658119201660156,True,3,3,3,3
mgsm_0139,broken,broken,70,70,58,True,False,True,True,,-0.06850028038024902,-0.0051059722900390625,0.06339430809020996,-0.20550084114074707,-0.015317916870117188,0.19018292427062988,False,3,3,3,3
mgsm_0140,stable_correct,stable_correct,20,20,20,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0141,broken,broken,400,400,2,True,False,True,True,,-0.24355340003967285,-0.1770123839378357,0.06654101610183716,-3.5735065937042236,-2.266623616218567,1.3068829774856567,False,4,2,4,2
mgsm_0142,repaired,repaired,140,210,140,False,True,True,True,,-1.2602437734603882,-0.9099023342132568,0.35034143924713135,-5.040975093841553,-3.6396093368530273,1.4013657569885254,False,4,4,4,4
mgsm_0143,stable_wrong,stable_wrong_different_answer,16,13.2,1.2,False,False,True,True,,1.706873893737793,1.3704166412353516,-0.3364572525024414,5.483465671539307,4.127875804901123,-1.3555898666381836,True,5,4,5,4
mgsm_0144,broken,broken,20,20,5,True,False,True,True,,-0.19568010171254469,0.11232753594716383,0.3080076376597085,-1.7650244235992432,-0.9688479900360107,0.7961764335632324,False,3,2,3,2
mgsm_0145,stable_correct,stable_correct,4000,4000,4000,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0146,stable_wrong,stable_wrong_different_answer,2125,2375,2750,False,False,True,True,,-0.13115005493164067,-0.10545911788940421,0.02569093704223646,-0.6557502746582031,-0.5272955894470215,0.12845468521118164,False,5,5,5,5
mgsm_0147,repaired,repaired,75,30,75,False,True,True,True,,1.4617470105489097,0.9169534047444662,-0.5447936058044435,4.3852410316467285,2.7508602142333984,-1.63438081741333,True,3,3,3,3
mgsm_0148,stable_wrong,stable_wrong_different_answer,30,22,6,False,False,True,True,,2.059573173522949,1.1470507780710857,-0.9125223954518635,3.1663501262664795,1.2449445724487305,-1.921405553817749,True,3,2,3,2
mgsm_0149,stable_correct,stable_correct,16,16,16,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0150,stable_wrong,stable_wrong_different_answer,4,80,264,False,False,True,True,,-0.4549868106842041,-0.4378933906555176,0.017093420028686523,0.32135629653930664,0.27779674530029297,-0.04355955123901367,False,3,4,3,4
mgsm_0151,repaired,repaired,5,4.75,5,False,True,True,True,,0.3958877801895142,0.3711127996444703,-0.0247749805450439,-2.5597875118255615,-2.258373498916626,0.30141401290893555,True,5,2,5,2
mgsm_0152,broken,broken,4,4,4.00,True,False,True,True,,-0.15933880805969236,-0.21254303455352785,-0.053204226493835494,2.643223285675049,2.0800158977508545,-0.5632073879241943,True,2,5,2,5
mgsm_0153,stable_wrong,stable_wrong_different_answer,48,18,5,False,False,True,True,,-0.48243137200673414,-0.2764859596888225,0.20594541231791164,-2.519566774368286,-2.094835042953491,0.4247317314147949,False,3,2,3,2
mgsm_0154,stable_wrong,stable_wrong_different_answer,272,112,2,False,False,True,True,,-0.24951189756393433,-0.22488892078399658,0.024622976779937744,-2.660732388496399,-2.703223943710327,-0.04249155521392822,False,4,2,4,2
mgsm_0155,stable_wrong,stable_wrong,280,170,170,False,False,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0156,stable_correct,stable_correct,1400,1400,1400,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0157,stable_wrong,stable_wrong_different_answer,80,1,3,False,False,True,True,,0.4453125,0.5468749403953552,0.10156244039535522,0.890625,1.0937498807907104,0.20312488079071045,False,2,2,2,2
mgsm_0158,stable_correct,stable_correct,34,34,34,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
mgsm_0159,stable_wrong,stable_wrong_different_answer,15,8,3,False,False,True,True,,1.0859375,1.7187498211860657,0.6328123211860657,2.171875,3.4374996423721313,1.2656246423721313,False,2,2,2,2
mgsm_0160,stable_correct,stable_correct,16,16,16,True,True,False,False,baseline_equals_swap,,,,,,,,,,,
